rank	mrna name	mirna name
223	ZNF721|170960	hsa-miR-130a-5p
224	HN1|51155	hsa-miR-93-5p
225	ZFP14|57677	hsa-miR-181d-5p
226	NPTN|27020	hsa-miR-148a-3p
227	LIN7C|55327	hsa-miR-199a-5p
228	NET1|10276	hsa-miR-22-3p
229	TPT1|7178	hsa-miR-145-5p
230	ATP6AP2|10159	hsa-miR-152-3p
231	MBOAT7|79143	hsa-miR-23a-3p
232	PI15|51050	hsa-miR-29a-3p
233	BTG2|7832	hsa-miR-25-3p
234	ZDHHC16|84287	hsa-miR-22-3p
235	SNX16|64089	hsa-miR-30a-5p
236	TRIB2|28951	hsa-miR-29a-3p
237	C20orf27|54976	hsa-miR-423-5p
238	RPL14|9045	hsa-miR-424-5p
239	QKI|9444	hsa-miR-148a-3p
240	TBCA|6902	hsa-miR-126-5p
241	PEG10|23089	hsa-miR-182-5p
242	PPP2R2D|55844	hsa-miR-329-3p
243	ZNF430|80264	hsa-miR-23b-3p
244	MTDH|92140	hsa-miR-30d-5p
245	LIN28B|389421	hsa-let-7f-5p
246	APLN|8862	hsa-miR-15a-5p
247	ZNF254|9534	hsa-miR-130a-5p
248	MDM4|4194	hsa-miR-34c-5p
249	SNX16|64089	hsa-miR-30e-5p
250	AGFG1|3267	hsa-miR-103a-3p
251	ZNF91|7644	hsa-miR-135b-3p
252	ZNF781|163115	hsa-miR-181c-5p
253	ST6GALNAC4|27090	hsa-miR-99b-5p
254	IGF2BP1|10642	hsa-let-7a-5p
255	ZIK1|284307	hsa-miR-199a-5p
256	C5orf55|116349	hsa-miR-182-5p
257	ARID3B|10620	hsa-let-7g-5p
258	COL1A2|1278	hsa-miR-29b-3p
259	CTNNA1|1495	hsa-miR-9-5p
260	ZNF266|10781	hsa-miR-181b-5p
261	CD69|969	hsa-miR-92a-3p
262	YWHAZ|7534	hsa-miR-22-3p
263	ZNF92|168374	hsa-miR-23a-3p
264	ATP6AP2|10159	hsa-miR-148b-3p
265	LIN28B|389421	hsa-let-7e-5p
266	ZNF708|7562	hsa-miR-23b-3p
267	ZNF28|7576	hsa-miR-23b-3p
268	ITGA1|3672	hsa-miR-30e-3p
269	ZNF90|7643	hsa-miR-23a-3p
270	ZNF781|163115	hsa-miR-181d-5p
271	TFRC|7037	hsa-miR-23b-3p
272	TFRC|7037	hsa-miR-10b-5p
273	RBAK|57786	hsa-miR-181a-5p
274	ZNF788|388507	hsa-miR-23a-3p
275	TPD52|7163	hsa-miR-103a-3p
276	LAPTM4A|9741	hsa-miR-103a-3p
277	H3F3C|440093	hsa-miR-22-3p
278	APLN|8862	hsa-miR-424-5p
279	ZNF559|84527	hsa-miR-181a-5p
280	TET2|54790	hsa-miR-29a-3p
281	ZNF268|10795	hsa-miR-181a-5p
282	BTG2|7832	hsa-miR-92a-3p
283	ZMYND11|10771	hsa-miR-19b-3p
284	SNN|8303	hsa-miR-148a-3p
285	CD69|969	hsa-miR-25-3p
286	SOX12|6666	hsa-miR-423-5p
287	MED26|9441	hsa-miR-103a-3p
288	PNRC2|55629	hsa-miR-23b-3p
289	ZNF101|94039	hsa-miR-199a-5p
290	ZNF709|163051	hsa-miR-199b-5p
291	KIAA0040|9674	hsa-miR-22-3p
292	ACTR2|10097	hsa-miR-182-5p
293	ARID3B|10620	hsa-let-7i-5p
294	PLK2|10769	hsa-miR-27b-3p
295	ZNF14|7561	hsa-miR-181c-5p
296	SPARC|6678	hsa-miR-29a-3p
297	ZNF253|56242	hsa-miR-23a-3p
298	FSTL1|11167	hsa-miR-9-5p
299	ARPC3|10094	hsa-miR-206
300	TAPBP|6892	hsa-miR-340-3p
301	ZNF625|90589	hsa-miR-199a-5p
302	YARS|8565	hsa-miR-22-3p
303	PDCD2L|84306	hsa-miR-30e-5p
304	ZNF586|54807	hsa-miR-199b-5p
305	RAD23B|5887	hsa-miR-199a-5p
306	MAP3K11|4296	hsa-miR-199b-5p
307	BAZ2A|11176	hsa-miR-99b-5p
308	BZW1|9689	hsa-let-7b-5p
309	NPEPL1|79716	hsa-miR-148a-3p
310	TAF15|8148	hsa-miR-182-5p
311	SEC61G|23480	hsa-miR-342-3p
312	ATAD2B|54454	hsa-miR-29a-3p
313	ZNF141|7700	hsa-miR-130a-5p
314	GADD45A|1647	hsa-miR-148a-3p
315	FIGN|55137	hsa-let-7a-5p
316	VIM|7431	hsa-miR-30e-5p
317	ZNF791|163049	hsa-miR-181a-5p
318	PDCD2L|84306	hsa-miR-30a-5p
319	COL1A2|1278	hsa-miR-29c-3p
320	ZNF83|55769	hsa-miR-181a-5p
321	PLK2|10769	hsa-miR-27a-3p
322	ARCN1|372	hsa-miR-182-5p
323	PRKACB|5567	hsa-miR-182-5p
324	ITGA1|3672	hsa-miR-30a-3p
325	ZNF14|7561	hsa-miR-181d-5p
326	PDZD11|51248	hsa-miR-130a-3p
327	SNX16|64089	hsa-miR-30d-5p
328	C11orf71|54494	hsa-miR-182-5p
329	NAGK|55577	hsa-miR-93-5p
330	SERPINE2|5270	hsa-miR-199a-3p
331	SERF1A|8293	hsa-miR-93-5p
332	SERPINE2|5270	hsa-miR-199b-3p
333	WDR82|80335	hsa-miR-22-3p
334	ZNF763|284390	hsa-miR-199a-5p
335	RTN4|57142	hsa-miR-148a-3p
336	COMT|1312	hsa-miR-199b-5p
337	TET1|80312	hsa-miR-29b-3p
338	QKI|9444	hsa-miR-199a-3p
339	PVRL2|5819	hsa-miR-199b-5p
340	QKI|9444	hsa-miR-199b-3p
341	MYO1B|4430	hsa-miR-92a-3p
342	EPDR1|54749	hsa-miR-99b-5p
343	SNN|8303	hsa-miR-24-3p
344	ZNF440|126070	hsa-miR-188-3p
345	VIM|7431	hsa-miR-30a-5p
346	ZNF616|90317	hsa-miR-23a-3p
347	MRPL24|79590	hsa-miR-93-5p
348	BZW1|9689	hsa-let-7c-5p
349	AP1AR|55435	hsa-miR-99b-5p
350	QARS|5859	hsa-let-7a-5p
351	ISCU|23479	hsa-miR-210-3p
352	TMED7|51014	hsa-miR-148a-3p
353	MPDU1|9526	hsa-miR-24-3p
354	ZNF268|10795	hsa-miR-181b-5p
355	ELN|2006	hsa-miR-29b-3p
356	ZNF43|7594	hsa-miR-23b-3p
357	FBXW7|55294	hsa-miR-92a-3p
358	CDC34|997	hsa-let-7a-5p
359	B4GALT5|9334	hsa-miR-148a-3p
360	AK2|204	hsa-miR-148a-3p
361	ARID3B|10620	hsa-let-7d-5p
362	ZNF302|55900	hsa-miR-135b-5p
363	GNAI3|2773	hsa-miR-22-3p
364	ENSA|2029	hsa-miR-532-3p
365	BZW1|9689	hsa-let-7f-5p
366	TGFBI|7045	hsa-miR-21-5p
367	B3GNT5|84002	hsa-miR-30a-5p
368	EIF4E2|9470	hsa-miR-29a-3p
369	SCAF1|58506	hsa-miR-423-5p
370	RAB23|51715	hsa-miR-92a-3p
371	ANKRA2|57763	hsa-miR-30a-5p
372	RPL13A|23521	hsa-miR-10b-5p
373	TOR2A|27433	hsa-miR-24-3p
374	PAK4|10298	hsa-miR-199a-3p
375	ZNF256|10172	hsa-miR-199b-5p
376	PAK4|10298	hsa-miR-199b-3p
377	TUFM|7284	hsa-miR-22-3p
378	MFAP3|4238	hsa-miR-182-5p
379	BCAM|4059	hsa-miR-199b-5p
380	EIF5|1983	hsa-miR-103a-3p
381	IGF2BP1|10642	hsa-let-7b-5p
382	SERP1|27230	hsa-miR-93-5p
383	CYTH3|9265	hsa-miR-22-3p
384	PAIP2|51247	hsa-miR-182-5p
385	TMEM181|57583	hsa-miR-30e-5p
386	NFIA|4774	hsa-miR-29a-3p
387	MYO1B|4430	hsa-miR-25-3p
388	TFRC|7037	hsa-miR-10a-5p
389	WDR61|80349	hsa-miR-103a-3p
390	MBOAT7|79143	hsa-miR-23b-3p
391	FBXW7|55294	hsa-miR-25-3p
392	UBAP2L|9898	hsa-miR-148a-3p
393	ARPC5|10092	hsa-miR-22-3p
394	UGP2|7360	hsa-miR-92a-3p
395	RBAK|57786	hsa-miR-181b-5p
396	ANKRA2|57763	hsa-miR-30e-5p
397	COL4A1|1282	hsa-miR-29a-3p
398	ARMC1|55156	hsa-miR-103a-3p
399	ZNF559|84527	hsa-miR-181b-5p
400	RNF121|55298	hsa-miR-181a-2-3p
401	TWF1|5756	hsa-miR-30a-5p
402	LUM|4060	hsa-miR-21-5p
403	SNX3|8724	hsa-miR-148a-3p
404	TWF1|5756	hsa-miR-103a-3p
405	RPS3|6188	hsa-miR-22-3p
406	ZNF92|168374	hsa-miR-23b-3p
407	TET1|80312	hsa-miR-29c-3p
408	TWF1|5756	hsa-miR-30e-5p
409	TMEM181|57583	hsa-miR-30a-5p
410	PAIP2|51247	hsa-miR-128-3p
411	CD9|928	hsa-miR-495-3p
412	RGS2|5997	hsa-miR-22-3p
413	IGF2BP1|10642	hsa-let-7c-5p
414	COQ4|51117	hsa-miR-10b-3p
415	RPL23|9349	hsa-miR-10b-5p
416	FN3K|64122	hsa-miR-92b-5p
417	NRSN2|80023	hsa-miR-423-5p
418	PI15|51050	hsa-miR-29b-3p
419	CYR61|3491	hsa-miR-22-3p
420	FAM49B|51571	hsa-miR-22-3p
421	WDR82|80335	hsa-miR-30a-5p
422	BASP1|10409	hsa-miR-185-5p
423	ANP32E|81611	hsa-miR-92a-3p
424	PPIF|10105	hsa-miR-23a-3p
425	ZNF302|55900	hsa-miR-181a-5p
426	TRIM8|81603	hsa-miR-126-5p
427	RAB23|51715	hsa-miR-25-3p
428	ELN|2006	hsa-miR-29c-3p
429	UGP2|7360	hsa-miR-25-3p
430	KTN1|3895	hsa-miR-182-5p
431	LIN28B|389421	hsa-let-7g-5p
432	ZNF83|55769	hsa-miR-181b-5p
433	IFI30|10437	hsa-miR-29a-3p
434	B3GNT5|84002	hsa-miR-30e-5p
435	GALNT1|2589	hsa-let-7a-5p
436	SBK1|388228	hsa-miR-185-5p
437	LIN7C|55327	hsa-miR-22-3p
438	ZFP82|284406	hsa-miR-181a-5p
439	DCP2|167227	hsa-miR-148a-3p
440	GNA12|2768	hsa-miR-199a-3p
441	GNA12|2768	hsa-miR-199b-3p
442	CCNE1|898	hsa-miR-16-5p
443	TFRC|7037	hsa-miR-1301-3p
444	C5orf30|90355	hsa-miR-148a-3p
445	ZNF90|7643	hsa-miR-23b-3p
446	CORO1C|23603	hsa-miR-206
447	PDCD2L|84306	hsa-miR-30d-5p
448	ZMYND11|10771	hsa-miR-19a-3p
449	PRPF38A|84950	hsa-miR-22-3p
450	ZNF195|7748	hsa-miR-199b-5p
451	DAP|1611	hsa-miR-423-5p
452	GNG5|2787	hsa-let-7a-5p
453	UBE2V1|7335	hsa-miR-16-5p
454	PTPLAD1|51495	hsa-miR-206
455	KLHL20|27252	hsa-miR-30e-5p
456	RPS15A|6210	hsa-miR-93-5p
457	CLCN6|1185	hsa-miR-148a-3p
458	FIGN|55137	hsa-let-7b-5p
459	AKIRIN1|79647	hsa-miR-27b-3p
460	RFXANK|8625	hsa-miR-125b-5p
461	DUT|1854	hsa-miR-27b-3p
462	RAB34|83871	hsa-miR-148a-3p
463	ZNF302|55900	hsa-miR-188-3p
464	BZW1|9689	hsa-let-7e-5p
465	WDR82|80335	hsa-miR-30e-5p
466	PPCS|79717	hsa-miR-92a-3p
467	KLHL20|27252	hsa-miR-30a-5p
468	ASB6|140459	hsa-miR-22-3p
469	ZNF788|388507	hsa-miR-23b-3p
470	ZNF791|163049	hsa-miR-181b-5p
471	PMEPA1|56937	hsa-miR-19b-3p
472	QARS|5859	hsa-let-7b-5p
473	EED|8726	hsa-miR-30a-5p
474	ZNF439|90594	hsa-miR-188-3p
475	SMAP1|60682	hsa-miR-10b-5p
476	PPP1R15B|84919	hsa-let-7a-5p
477	LMLN|89782	hsa-miR-92a-1-5p
478	FKBP5|2289	hsa-miR-99b-5p
479	MTDH|92140	hsa-miR-30c-5p
480	PKP4|8502	hsa-miR-23a-3p
481	ARCN1|372	hsa-miR-206
482	MMD|23531	hsa-miR-181a-2-3p
483	RHOC|389	hsa-miR-93-5p
484	PBX1|5087	hsa-let-7a-5p
485	ATF7|11016	hsa-miR-182-5p
486	FNIP1|96459	hsa-miR-92a-3p
487	CD164|8763	hsa-miR-182-5p
488	HSF1|3297	hsa-miR-214-5p
489	UBXN4|23190	hsa-miR-92a-3p
490	RFXANK|8625	hsa-miR-125a-5p
491	VIM|7431	hsa-miR-30d-5p
492	ADCY6|112	hsa-miR-182-5p
493	CFL1|1072	hsa-miR-182-5p
494	NASP|4678	hsa-miR-29a-3p
495	MEOX2|4223	hsa-miR-148a-3p
496	SSR2|6746	hsa-miR-30c-2-3p
497	DUT|1854	hsa-miR-27a-3p
498	AKIRIN1|79647	hsa-miR-27a-3p
499	PPCS|79717	hsa-miR-25-3p
500	DOHH|83475	hsa-miR-331-3p
501	SNX16|64089	hsa-miR-30c-5p
502	MGAT4B|11282	hsa-miR-199a-5p
503	GCC2|9648	hsa-miR-27b-3p
504	LGALS1|3956	hsa-miR-22-3p
505	TFRC|7037	hsa-miR-582-3p
506	PNPLA2|57104	hsa-miR-103a-3p
507	TMEM47|83604	hsa-miR-103a-3p
508	RTN3|10313	hsa-miR-374a-3p
509	EED|8726	hsa-miR-30e-5p
510	SNX3|8724	hsa-miR-103a-3p
511	CD151|977	hsa-miR-199a-3p
512	CD151|977	hsa-miR-199b-3p
513	HN1|51155	hsa-miR-17-5p
514	HMGA2|8091	hsa-miR-196b-5p
515	TRIB2|28951	hsa-miR-29b-3p
516	PABPC4|8761	hsa-miR-192-5p
517	ZNF253|56242	hsa-miR-23b-3p
518	CDCA7L|55536	hsa-miR-199a-5p
519	HBP1|26959	hsa-miR-29a-3p
520	TMEM54|113452	hsa-miR-148a-3p
521	PALLD|23022	hsa-miR-182-5p
522	ZNF468|90333	hsa-miR-199b-5p
523	DTX2|113878	hsa-let-7a-5p
524	FNIP1|96459	hsa-miR-25-3p
525	IGF2BP1|10642	hsa-let-7f-5p
526	SYNE1|23345	hsa-miR-22-3p
527	FIGN|55137	hsa-let-7c-5p
528	ANKRA2|57763	hsa-miR-30d-5p
529	TAGLN2|8407	hsa-miR-206
530	DAD1|1603	hsa-miR-22-3p
531	MDM4|4194	hsa-miR-130a-3p
532	CTSA|5476	hsa-miR-148a-3p
533	NSF|4905	hsa-miR-25-3p
534	ATXN10|25814	hsa-miR-21-5p
535	ZHX1|11244	hsa-miR-103a-3p
536	CDC34|997	hsa-let-7b-5p
537	RFXANK|8625	hsa-miR-22-3p
538	TST|7263	hsa-miR-199a-5p
539	C5orf51|285636	hsa-let-7a-5p
540	UBXN4|23190	hsa-miR-25-3p
541	ZNF547|284306	hsa-miR-199a-5p
542	ZNF418|147686	hsa-miR-199a-5p
543	TSC22D3|1831	hsa-miR-143-3p
544	BACH1|571	hsa-let-7a-5p
545	CYBRD1|79901	hsa-miR-93-5p
546	C22orf46|79640	hsa-miR-330-5p
547	ARMC7|79637	hsa-miR-125a-5p
548	ZNF44|51710	hsa-miR-181a-5p
549	GCC2|9648	hsa-miR-27a-3p
550	CCNE1|898	hsa-miR-15b-5p
551	ARMC7|79637	hsa-miR-125b-5p
552	ECE1|1889	hsa-miR-199a-5p
553	TRIB2|28951	hsa-miR-22-3p
554	MCM7|4176	hsa-miR-103a-3p
555	FOXP4|116113	hsa-miR-423-5p
556	IGDCC3|9543	hsa-let-7a-5p
557	EVC|2121	hsa-miR-423-5p
558	CYCS|54205	hsa-miR-29a-3p
559	IGF2BP1|10642	hsa-let-7e-5p
560	PHF2|5253	hsa-miR-22-3p
561	SDF2|6388	hsa-miR-210-3p
562	ZNF655|79027	hsa-miR-181a-5p
563	LPGAT1|9926	hsa-let-7a-5p
564	B3GNT5|84002	hsa-miR-30d-5p
565	C7orf55|154791	hsa-miR-103a-3p
566	TTC39A|22996	hsa-miR-99b-5p
567	SSB|6741	hsa-miR-181a-5p
568	TMEM50B|757	hsa-miR-182-5p
569	BIRC5|332	hsa-miR-542-3p
570	WDR82|80335	hsa-miR-30d-5p
571	ZIK1|284307	hsa-miR-199b-5p
572	FZD3|7976	hsa-let-7a-5p
573	ZDHHC7|55625	hsa-miR-148a-3p
574	TRPM7|54822	hsa-miR-9-5p
575	MRAS|22808	hsa-miR-148a-3p
576	NSF|4905	hsa-miR-92a-3p
577	LIN7C|55327	hsa-miR-199b-5p
578	TP53|7157	hsa-let-7a-5p
579	PTP4A1|7803	hsa-miR-30e-5p
580	RHOB|388	hsa-miR-223-3p
581	YOD1|55432	hsa-let-7a-5p
582	TWF1|5756	hsa-miR-30d-5p
583	TAF5L|27097	hsa-miR-155-5p
584	PIP4K2A|5305	hsa-miR-30a-5p
585	SP3|6670	hsa-miR-182-5p
586	UQCRC2|7385	hsa-miR-532-5p
587	RPL23|9349	hsa-miR-10a-5p
588	PABPC1|26986	hsa-miR-423-3p
589	TMEM181|57583	hsa-miR-30d-5p
590	ANP32E|81611	hsa-miR-25-3p
591	NCOR2|9612	hsa-miR-10b-5p
592	INO80|54617	hsa-miR-148a-3p
593	CDK2AP1|8099	hsa-miR-21-5p
594	CDKN1C|1028	hsa-miR-103a-3p
595	PTEN|5728	hsa-miR-103a-3p
596	CELSR1|9620	hsa-miR-199a-5p
597	PTPRA|5786	hsa-miR-148a-3p
598	TMSB10|9168	hsa-miR-27b-3p
