rank	mrna name	mirna name
224	ZNF268|10795	hsa-miR-181a-5p
225	TAPBP|6892	hsa-miR-340-3p
226	ZNF439|90594	hsa-miR-199b-5p
227	APLN|8862	hsa-miR-16-5p
228	ZNF791|163049	hsa-miR-181a-5p
229	C22orf46|79640	hsa-miR-532-3p
230	PABPC1|26986	hsa-miR-423-3p
231	APLN|8862	hsa-miR-15b-5p
232	SYNE1|23345	hsa-miR-22-3p
233	TP53|7157	hsa-let-7a-5p
234	ZNF781|163115	hsa-miR-181a-5p
235	AGFG1|3267	hsa-miR-103a-3p
236	ITM2B|9445	hsa-miR-143-3p
237	LAPTM4A|9741	hsa-miR-103a-3p
238	MTHFR|4524	hsa-miR-22-3p
239	HMGA1|3159	hsa-miR-296-5p
240	IFI30|10437	hsa-miR-29a-3p
241	ZNF788|388507	hsa-miR-199b-5p
242	TWF1|5756	hsa-miR-30d-5p
243	ASB6|140459	hsa-miR-22-3p
244	ZNF43|7594	hsa-miR-23a-3p
245	MED26|9441	hsa-miR-103a-3p
246	BZW1|9689	hsa-let-7b-5p
247	TET1|80312	hsa-miR-29a-3p
248	CDK5R1|8851	hsa-miR-148a-3p
249	COMT|1312	hsa-miR-199a-5p
250	ARRB1|408	hsa-miR-22-3p
251	SNN|8303	hsa-miR-24-3p
252	RNF121|55298	hsa-miR-181a-2-3p
253	MTDH|92140	hsa-miR-30e-5p
254	MITF|4286	hsa-miR-182-5p
255	BAZ2A|11176	hsa-miR-99b-5p
256	WDR82|80335	hsa-miR-22-3p
257	DAP|1611	hsa-miR-423-5p
258	MRPL24|79590	hsa-miR-93-5p
259	TRIB2|28951	hsa-miR-22-3p
260	ZNF420|147923	hsa-miR-181b-5p
261	SDCBP|6386	hsa-miR-103a-3p
262	SNX16|64089	hsa-miR-30d-5p
263	CDC34|997	hsa-let-7b-5p
264	CDC34|997	hsa-let-7f-5p
265	VIM|7431	hsa-miR-30e-5p
266	WDR82|80335	hsa-miR-30d-5p
267	CYCS|54205	hsa-miR-29a-3p
268	SPATS2L|26010	hsa-miR-103a-3p
269	ZNF780A|284323	hsa-miR-188-3p
270	PNRC2|55629	hsa-miR-23b-3p
271	ZFP36L1|677	hsa-miR-182-5p
272	DTX2|113878	hsa-let-7a-5p
273	ZNF253|56242	hsa-miR-23a-3p
274	TPT1|7178	hsa-miR-145-5p
275	LHFPL2|10184	hsa-miR-92a-3p
276	AP1S1|1174	hsa-let-7a-5p
277	CLCN6|1185	hsa-miR-148a-3p
278	ZNF100|163227	hsa-miR-23b-3p
279	RPUSD3|285367	hsa-let-7a-5p
280	QKI|9444	hsa-miR-148a-3p
281	MYO1B|4430	hsa-miR-92a-3p
282	PIP4K2A|5305	hsa-miR-30e-5p
283	ANKRA2|57763	hsa-miR-30a-5p
284	RBAK|57786	hsa-miR-181a-5p
285	ATAD2B|54454	hsa-miR-29a-3p
286	QARS|5859	hsa-let-7c-5p
287	ZNF584|201514	hsa-miR-199a-5p
288	YOD1|55432	hsa-let-7a-5p
289	ARID3B|10620	hsa-let-7e-5p
290	C7orf55|154791	hsa-miR-103a-3p
291	SLC35D2|11046	hsa-let-7a-5p
292	COX5A|9377	hsa-miR-211-5p
293	DAD1|1603	hsa-miR-22-3p
294	LPGAT1|9926	hsa-let-7a-5p
295	COL1A2|1278	hsa-miR-29c-3p
296	LHFPL2|10184	hsa-miR-25-3p
297	FNIP1|96459	hsa-miR-92a-3p
298	COL3A1|1281	hsa-miR-29c-3p
299	NFIA|4774	hsa-miR-29a-3p
300	SLC37A3|84255	hsa-miR-211-5p
301	PKP4|8502	hsa-miR-23a-3p
302	TIMM8B|26521	hsa-miR-29a-3p
303	RFXANK|8625	hsa-miR-125a-5p
304	GALNT1|2589	hsa-let-7a-5p
305	VAMP2|6844	hsa-miR-34a-5p
306	ARMC7|79637	hsa-miR-125a-5p
307	TMEM181|57583	hsa-miR-30d-5p
308	MBOAT7|79143	hsa-miR-23b-3p
309	TOR2A|27433	hsa-miR-24-3p
310	ZNF470|388566	hsa-miR-181d-5p
311	DRAP1|10589	hsa-miR-211-5p
312	EED|8726	hsa-miR-30d-5p
313	PDCD6|10016	hsa-miR-211-5p
314	HSPB8|26353	hsa-miR-126-5p
315	CTSA|5476	hsa-miR-148a-3p
316	BLOC1S1|2647	hsa-let-7a-5p
317	ISCU|23479	hsa-miR-210-3p
318	WDR61|80349	hsa-miR-103a-3p
319	SDCBP|6386	hsa-miR-361-5p
320	RPL34|6164	hsa-let-7a-5p
321	C5orf51|285636	hsa-let-7b-5p
322	CD63|967	hsa-miR-361-3p
323	RAB3D|9545	hsa-miR-125a-5p
324	NET1|10276	hsa-miR-22-3p
325	HMGA1|3159	hsa-let-7a-5p
326	PIP4K2A|5305	hsa-miR-30b-5p
327	FBXW7|55294	hsa-miR-92a-3p
328	C5orf51|285636	hsa-let-7f-5p
329	BSG|682	hsa-miR-146a-5p
330	GNG5|2787	hsa-let-7b-5p
331	PHF2|5253	hsa-miR-22-3p
332	MLANA|2315	hsa-miR-22-3p
333	PIP4K2A|5305	hsa-miR-30c-5p
334	ZNF268|10795	hsa-miR-181b-5p
335	DUSP16|80824	hsa-let-7a-5p
336	TFRC|7037	hsa-miR-103a-3p
337	SEC61G|23480	hsa-miR-342-3p
338	ZFYVE21|79038	hsa-miR-92a-3p
339	AGK|55750	hsa-miR-378a-3p
340	ZNF470|388566	hsa-miR-181c-5p
341	DST|667	hsa-miR-93-3p
342	TP53|7157	hsa-let-7b-5p
343	PNPLA2|57104	hsa-miR-103a-3p
344	UGP2|7360	hsa-miR-92a-3p
345	RRAS|6237	hsa-miR-34a-5p
346	ZNF788|388507	hsa-miR-23b-3p
347	PMP22|5376	hsa-miR-29a-3p
348	TNPO2|30000	hsa-miR-184
349	AK2|204	hsa-miR-148a-3p
350	SNRPC|6631	hsa-miR-23a-3p
351	FOXP4|116113	hsa-miR-423-5p
352	GNAI3|2773	hsa-miR-22-3p
353	MTSS1L|92154	hsa-miR-361-3p
354	ATXN7L3B|552889	hsa-miR-378a-3p
355	GNPTAB|79158	hsa-let-7a-5p
356	ZNF83|55769	hsa-miR-199a-5p
357	PTEN|5728	hsa-miR-103a-3p
358	ARID3B|10620	hsa-let-7i-5p
359	ZNF559|84527	hsa-miR-181b-5p
360	COL3A1|1281	hsa-miR-29b-3p
361	TGFBR1|7046	hsa-let-7a-5p
362	C7orf49|78996	hsa-miR-34a-5p
363	COL1A2|1278	hsa-miR-29b-3p
364	C22orf46|79640	hsa-miR-330-5p
365	BZW1|9689	hsa-let-7c-5p
366	RTN4|57142	hsa-miR-148a-3p
367	PPCS|79717	hsa-miR-92a-3p
368	H3F3C|440093	hsa-miR-22-3p
369	RAB3D|9545	hsa-miR-125b-5p
370	UBAP2L|9898	hsa-miR-148a-3p
371	PLCXD1|55344	hsa-miR-30b-3p
372	NAGK|55577	hsa-miR-93-5p
373	UBE2V1|7335	hsa-miR-16-5p
374	TWF1|5756	hsa-miR-103a-3p
375	EIF5|1983	hsa-miR-103a-3p
376	TP53|7157	hsa-let-7f-5p
377	EPN1|29924	hsa-miR-296-5p
378	ZNF83|55769	hsa-miR-181a-5p
379	NDUFA2|4695	hsa-miR-23a-3p
380	RFXANK|8625	hsa-miR-22-3p
381	PPP1R15B|84919	hsa-let-7a-5p
382	RFXANK|8625	hsa-miR-125b-5p
383	FZD3|7976	hsa-let-7a-5p
384	SGSM2|9905	hsa-miR-34a-5p
385	GNG5|2787	hsa-let-7f-5p
386	PAIP2|51247	hsa-miR-128-3p
387	SLC48A1|55652	hsa-miR-423-5p
388	ZDHHC7|55625	hsa-miR-148a-3p
389	KLHDC8B|200942	hsa-let-7a-5p
390	GNPDA1|10007	hsa-miR-28-3p
391	PABPC4|8761	hsa-miR-192-5p
392	QARS|5859	hsa-let-7e-5p
393	EGR1|1958	hsa-miR-211-5p
394	TMED7|51014	hsa-miR-148a-3p
395	BTG2|7832	hsa-miR-92a-3p
396	PDCD2L|84306	hsa-miR-30a-5p
397	AP1AR|55435	hsa-miR-99b-5p
398	SNX3|8724	hsa-miR-148a-3p
399	STRADB|55437	hsa-miR-24-3p
400	PRDX4|10549	hsa-miR-146a-5p
401	PRPF38A|84950	hsa-miR-22-3p
402	FGFRL1|53834	hsa-miR-107
403	UBE2I|7329	hsa-miR-30d-5p
404	AP1S2|8905	hsa-miR-204-5p
405	ZNF791|163049	hsa-miR-181b-5p
406	LGALS1|3956	hsa-miR-22-3p
407	ARMC7|79637	hsa-miR-125b-5p
408	RPL14|9045	hsa-miR-22-3p
409	PDZD11|51248	hsa-miR-130a-3p
410	CDC34|997	hsa-let-7c-5p
411	TMEM54|113452	hsa-miR-148a-3p
412	ZNF655|79027	hsa-miR-181a-5p
413	IGF1R|3480	hsa-let-7a-5p
414	HLA-A|3105	hsa-miR-148a-3p
415	VIM|7431	hsa-miR-30c-5p
416	SLC25A6|293	hsa-miR-378a-3p
417	AP1S1|1174	hsa-let-7b-5p
418	NSF|4905	hsa-miR-92a-3p
419	ZNF117|51351	hsa-miR-23c
420	TSPAN14|81619	hsa-miR-29a-3p
421	RPUSD3|285367	hsa-let-7b-5p
422	ZNF781|163115	hsa-miR-181b-5p
423	VIM|7431	hsa-miR-30b-5p
424	PLBD2|196463	hsa-miR-3691-5p
425	DDOST|1650	hsa-miR-532-3p
426	APLN|8862	hsa-miR-15a-5p
427	KLHL20|27252	hsa-miR-30d-5p
428	ARPC5|10092	hsa-miR-22-3p
429	CDKN1C|1028	hsa-miR-103a-3p
430	DTX2|113878	hsa-let-7b-5p
431	TWF1|5756	hsa-miR-30a-5p
432	DDX19B|11269	hsa-let-7a-5p
433	RAB22A|57403	hsa-miR-211-5p
434	UQCR10|29796	hsa-miR-23a-3p
435	GSTK1|373156	hsa-let-7d-3p
436	HDAC10|83933	hsa-miR-744-5p
437	ZNF90|7643	hsa-miR-23b-3p
438	YOD1|55432	hsa-let-7b-5p
439	ARID3B|10620	hsa-let-7g-5p
440	INO80|54617	hsa-miR-148a-3p
441	SUV420H2|84787	hsa-miR-29a-3p
442	MTDH|92140	hsa-miR-30c-5p
443	DRAM2|128338	hsa-miR-125a-5p
444	ZNF90|7643	hsa-miR-146a-5p
445	DTX2|113878	hsa-let-7f-5p
446	MTDH|92140	hsa-miR-30b-5p
447	TYRO3|7301	hsa-miR-22-3p
448	ZHX1|11244	hsa-miR-103a-3p
449	TMBIM1|64114	hsa-miR-361-3p
450	DUS1L|64118	hsa-miR-103a-3p
451	C1orf86|199990	hsa-miR-744-5p
452	GADD45A|1647	hsa-miR-148a-3p
453	SNX3|8724	hsa-miR-103a-3p
454	TGIF1|7050	hsa-miR-92a-3p
455	SLC35D2|11046	hsa-let-7b-5p
456	ALDOA|226	hsa-miR-34a-5p
457	AP1S1|1174	hsa-let-7f-5p
458	LIN7C|55327	hsa-miR-22-3p
459	RPUSD3|285367	hsa-let-7f-5p
460	NDUFB7|4713	hsa-miR-423-5p
461	PKD2|5311	hsa-miR-93-5p
462	BTG2|7832	hsa-miR-25-3p
463	HMGA1|3159	hsa-let-7b-5p
464	ZNF92|168374	hsa-miR-23a-3p
465	EPDR1|54749	hsa-miR-99b-5p
466	ING3|54556	hsa-miR-29a-3p
467	SNX8|29886	hsa-miR-1976
468	BLOC1S1|2647	hsa-let-7b-5p
469	FNIP1|96459	hsa-miR-25-3p
470	MYO1B|4430	hsa-miR-25-3p
471	ARHGAP17|55114	hsa-miR-103a-3p
472	YOD1|55432	hsa-let-7f-5p
473	MFGE8|4240	hsa-miR-22-3p
474	ANKRA2|57763	hsa-miR-30e-5p
475	RHOC|389	hsa-miR-93-5p
476	ZNF700|90592	hsa-miR-181d-5p
477	ARID3B|10620	hsa-let-7d-5p
478	SNX16|64089	hsa-miR-30a-5p
479	SLC35D2|11046	hsa-let-7f-5p
480	RPS15A|6210	hsa-miR-93-5p
481	ZNF772|400720	hsa-miR-199b-5p
482	ZNF512B|57473	hsa-let-7a-5p
483	LPGAT1|9926	hsa-let-7f-5p
484	DOHH|83475	hsa-miR-331-3p
485	ARL2|402	hsa-miR-424-5p
486	TAF5L|27097	hsa-miR-155-5p
487	PODXL2|50512	hsa-miR-744-5p
488	MRPS21|54460	hsa-miR-106b-3p
489	GALNT1|2589	hsa-let-7f-5p
490	EMP1|2012	hsa-miR-361-3p
491	ZNF257|113835	hsa-miR-23a-3p
492	RPL34|6164	hsa-let-7b-5p
493	ZFYVE21|79038	hsa-miR-25-3p
494	EMP1|2012	hsa-miR-148a-3p
495	ZNF708|7562	hsa-miR-23b-3p
496	ST6GALNAC4|27090	hsa-miR-99b-5p
497	DDX19A|55308	hsa-let-7a-5p
498	BZW1|9689	hsa-let-7e-5p
499	BLOC1S1|2647	hsa-let-7f-5p
500	CPEB2|132864	hsa-let-7a-5p
501	ZFP82|284406	hsa-miR-181a-5p
502	XKR8|55113	hsa-let-7a-5p
503	WDR82|80335	hsa-miR-30a-5p
504	RPS2|6187	hsa-miR-193a-5p
505	ZIK1|284307	hsa-miR-199b-5p
506	MCOLN1|57192	hsa-miR-211-5p
507	FAM49B|51571	hsa-miR-22-3p
508	NASP|4678	hsa-miR-29a-3p
509	MYO5A|4644	hsa-miR-145-5p
510	ARMC1|55156	hsa-miR-103a-3p
511	ZCCHC9|84240	hsa-let-7a-5p
512	HMGA1|3159	hsa-miR-15b-5p
513	LPGAT1|9926	hsa-let-7b-5p
514	SOX10|6663	hsa-miR-185-3p
515	MAPRE2|10982	hsa-miR-211-5p
516	ZNF700|90592	hsa-miR-181c-5p
517	PDIA4|9601	hsa-miR-378a-3p
518	PTPRA|5786	hsa-miR-148a-3p
519	HLA-C|3107	hsa-miR-148a-3p
520	PBX2|5089	hsa-let-7a-5p
521	C5orf51|285636	hsa-let-7c-5p
522	TET2|54790	hsa-miR-29c-3p
523	DUSP16|80824	hsa-let-7b-5p
524	RBAK|57786	hsa-miR-181b-5p
525	CD97|976	hsa-miR-22-3p
526	CDKN1B|1027	hsa-miR-221-3p
527	STX3|6809	hsa-let-7a-5p
528	BTF3|689	hsa-miR-361-5p
529	PTEN|5728	hsa-miR-22-3p
530	FBXW7|55294	hsa-miR-25-3p
531	RPL34|6164	hsa-let-7f-5p
532	QARS|5859	hsa-let-7i-5p
533	SPARC|6678	hsa-miR-29c-3p
534	UBXN4|23190	hsa-miR-92a-3p
535	GNG5|2787	hsa-let-7c-5p
536	FAM20C|56975	hsa-miR-92a-3p
537	ZNF681|148213	hsa-miR-23a-3p
538	CDC34|997	hsa-let-7e-5p
539	ZFP14|57677	hsa-miR-181d-5p
540	UBE2V1|7335	hsa-miR-15b-5p
541	ZNF302|55900	hsa-miR-181a-5p
542	HMGA1|3159	hsa-let-7f-5p
543	NFIC|4782	hsa-miR-423-5p
544	TFRC|7037	hsa-miR-23b-3p
545	H6PD|9563	hsa-miR-423-5p
546	UGP2|7360	hsa-miR-25-3p
547	DRAM2|128338	hsa-miR-125b-5p
548	SERPINE2|5270	hsa-miR-199a-3p
549	BACH1|571	hsa-let-7a-5p
550	ZNF28|7576	hsa-miR-23b-3p
551	SERPINE2|5270	hsa-miR-199b-3p
552	FKBP1A|2280	hsa-miR-338-3p
553	NSF|4905	hsa-miR-25-3p
554	SPG21|51324	hsa-miR-103a-3p
555	UQCRC2|7385	hsa-miR-532-5p
556	PTP4A1|7803	hsa-miR-30d-5p
557	HN1|51155	hsa-miR-93-5p
558	ACER3|55331	hsa-miR-22-3p
559	DYNLRB1|83658	hsa-miR-181a-2-3p
560	ZNF616|90317	hsa-miR-23b-3p
561	ZNF740|283337	hsa-miR-22-3p
562	PVRL2|5819	hsa-miR-199a-5p
563	TMEM181|57583	hsa-miR-30a-5p
564	NEU1|4758	hsa-miR-125a-5p
565	GNPTAB|79158	hsa-let-7b-5p
566	FRAT2|23401	hsa-miR-22-3p
567	KIAA1467|57613	hsa-miR-23a-3p
568	TGFBR1|7046	hsa-let-7b-5p
569	TP53|7157	hsa-let-7c-5p
570	HMGA1|3159	hsa-miR-16-5p
571	TOB1|10140	hsa-miR-92a-3p
572	EIF4E2|9470	hsa-miR-29c-3p
573	AARS|16	hsa-miR-92a-3p
574	TGFBR1|7046	hsa-let-7f-5p
575	PPCS|79717	hsa-miR-25-3p
576	COL4A1|1282	hsa-miR-29a-3p
577	TMEM214|54867	hsa-miR-143-3p
578	LMLN|89782	hsa-miR-92a-1-5p
579	SALL4|57167	hsa-let-7a-5p
580	EED|8726	hsa-miR-30a-5p
581	SLC35B2|347734	hsa-miR-29c-3p
582	HSPA1A|3303	hsa-miR-146a-5p
583	PTGES3|10728	hsa-miR-378a-3p
584	CHCHD10|400916	hsa-miR-92a-3p
585	CDC42|998	hsa-miR-29a-3p
586	PDCD2L|84306	hsa-miR-30e-5p
587	ANP32E|81611	hsa-miR-92a-3p
588	IGF1R|3480	hsa-let-7b-5p
589	ERBB3|2065	hsa-miR-22-3p
590	ZNF430|80264	hsa-miR-23b-3p
591	AUH|549	hsa-miR-23a-3p
592	PRNP|5621	hsa-miR-148a-3p
593	B4GALT5|9334	hsa-miR-148a-3p
594	DTNBP1|84062	hsa-miR-342-3p
595	ZFP14|57677	hsa-miR-181c-5p
596	PPIF|10105	hsa-miR-23b-3p
597	MYL12B|103910	hsa-miR-23a-3p
598	WBP2|23558	hsa-miR-23a-3p
